sinopse,sentimento,score
"""Divertida Mente 2"", da Disney e da Pixar, retorna à mente da adolescente Riley, e o faz no momento em que a sala de comando está passando por uma demolição repentina para dar lugar a algo totalmente inesperado: novas emoções! Alegria, Tristeza, Raiva, Medo e Nojinho não sabem bem como reagir quando Ansiedade aparece, e tudo indica que ela não está sozinha.",4 stars,0.4799015522003174
"Uma ameaça sobrenatural desconhecida domina o mundo exterior, deixando a segurança de uma mãe e seus filhos gêmeos restrita à proteção de sua casa e ao vínculo familiar. A mãe e seus filhos se mantêm ligados por cordas dentro de sua residência para protegerem-se do mal que assola o mundo exterior. No entanto, quando um dos meninos começa a questionar a realidade do mal que os cercam, a frágil segurança da família começa a se desintegrar.",4 stars,0.5245452523231506
"As almas gêmeas Eric Draven e Shelly Webster são brutalmente assassinadas quando os demônios de seu passado sombrio os alcançam. Atravessando os mundos dos vivos e dos mortos, Draven retorna em busca de vingança sangrenta contra os assassinos.",2 stars,0.3260537087917328
"Depois que seu falecido ex-capitão é incriminado, Lowrey e Burnett tentam limpar seu nome, apenas para acabarem se tornando os mais procurados de Miami.",3 stars,0.4908685088157654
"O comediante fracassado Arthur Fleck conhece o amor de sua vida, Harleen Quinzel, enquanto está encarcerado no Arkham State Hospital. Os dois embarcam em uma desventura romântica condenada.",4 stars,0.3034049868583679
"Condenado injustamente por homicídio, um vendedor de eletrônicos atrapalhado precisa enfrentar corrupção policial e conspirações criminosas para provar sua inocência.",1 star,0.29467490315437317
"Na trama, acompanhamos um grupo de pessoas que ficam presas em uma ponte coberta por neblina após sofrerem um acidente e que terão que sobreviver a uma ameaça desconhecida que foi libertada.",4 stars,0.49983441829681396
"Quando uma família americana é convidada a passar o fim de semana na idílica casa de campo de uma charmosa família britânica, com quem fizeram amizade nas férias, o que começa como um feriado dos sonhos logo se transforma em um assustador e paralisante pesadelo psicológico.",4 stars,0.25676122307777405
"Eddie e Venom estão fugindo. Perseguidos pelos dois mundos, a dupla é forçada a tomar uma decisão devastadora que vai fechar as cortinas da última rodada de Venom e Eddie.",3 stars,0.37322473526000977
Um palhaço maníaco aterroriza três jovens na noite de Halloween e todos os outros que estão em seu caminho.,4 stars,0.42096349596977234
"Depois de ser ressuscitado por uma entidade maligna, o palhaço Art está de volta ao condado de Miles. Agora, ele tenta caçar uma adolescente e seu irmão mais novo durante o Halloween.",4 stars,0.4700240194797516
"Em busca de um amuleto valioso, os Caras Malvados embarcam em um assalto de Halloween numa mansão aterrorizante. O que pode dar errado?",3 stars,0.4774129092693329
"Lily Bloom, uma mulher que supera uma infância traumática para começar uma nova vida em Boston e perseguir o sonho de sua vida de abrir seu próprio negócio. Um encontro casual com o charmoso neurocirurgião Ryle Kincaid desencadeia uma conexão intensa, mas à medida que os dois se apaixonam profundamente, Lily começa a ver lados de Ryle que a lembram do relacionamento de seus pais. Quando o primeiro amor de Lily, Atlas Corrigan, reaparece repentinamente em sua vida, seu relacionamento com Ryle é abalado, e Lily percebe que deve aprender a confiar em sua própria força para fazer uma escolha impossível para o seu futuro.",4 stars,0.3872808516025543
"Quando uma equipe que limpa cenas de crimes descobre uma pasta cheia de dinheiro, eles são involuntariamente enviados para uma batalha com um chefe do crime cruel e corrupto, mafiosos, assassinos e agentes governamentais corruptos que estão determinados a recuperá-lo.",4 stars,0.40407270193099976
"Dois solucionadores rivais se cruzam quando ambos são chamados para encobrir o erro de uma importante figura pública de Nova York. Durante uma noite conturbada, eles terão que deixar de lado suas diferenças e egos para concluir o serviço.",3 stars,0.37866249680519104
"O mundo parece estar chegando ao fim, repleto de vestígios da presença humana. Cat é um animal solitário, mas como seu lar é devastado por uma grande enchente, ele encontra refúgio em um barco povoado por várias espécies, e terá que se unir a elas apesar de suas diferenças. No barco solitário navegando por paisagens místicas e transbordantes, eles navegam pelos desafios e perigos de se adaptar a este novo mundo.",4 stars,0.528497040271759
"Bella chega a Los Angeles de sua cidade natal, na Suécia, com sonhos de se tornar a próxima estrela pornô. Entretanto, como sua impiedosa ambição a leva a um território cada vez mais perigoso, Bella luta para conciliar seus sonhos de empoderamento com a realidade do lado mais obscuro da indústria.",4 stars,0.4682055711746216
Um socorrista luta por sobrevivência depois de se envolver no fogo cruzado do submundo de Bangkok.,4 stars,0.4828430414199829
"O aposentado espião Philip e sua filha vivem tranquilamente na Itália. Mas quando o inimigo vingativo os persegue, eles devem lutar pela sobrevivência. Em fuga, eles se unem para se manter seguros em sua vizinhança sabendo que a batalha não terminará até que a última bala seja disparada.",2 stars,0.23318369686603546
"Uma infame caçadora de recompensas retorna ao lugar onde cresceu, o caótico planeta Pandora, e forma uma aliança inesperada com uma equipe de desajustados para encontrar a filha desaparecida...",4 stars,0.4699506461620331
"Kate Cooper é uma ex-caçadora de tempestades assombrada por um encontro devastador com um tornado durante seus anos de faculdade, que agora estuda padrões de tempestades nas telas em segurança na cidade de Nova York. Ela é atraída de volta às planícies por seu amigo, Javi, para testar um novo sistema revolucionário de rastreamento. Lá, ela cruza seu caminho com Tyler Owens, o carismático e imprudente ícone das redes sociais que se diverte postando suas aventuras de caça a tempestades com sua equipe barulhenta, quanto mais perigoso melhor. À medida que a temporada de tempestades se intensifica, fenômenos aterrorizantes nunca antes vistos são desencadeados e Kate, Tyler e suas equipes concorrentes se encontram diretamente no caminho de múltiplos sistemas de tempestades convergindo sobre o centro de Oklahoma na luta de suas vidas.",4 stars,0.4741614758968353
"Descrito como uma ""história de origem"" ambientada no planeta Cybertron, o filme será centrado na relação entre Optimus Prime e Megatron passando de irmãos de armas a arqui inimigos, e nas fundações das facções que eles liderarão e entrarão em conflito como Autobots e Decepticons.",3 stars,0.5590898990631104
"A sequência vai girar em torno de Quinn Parsons (vivida por Naomi Scott, de Aladdin), uma cantora miserável em turnê que está tentando se recuperar do seu vício em drogas. Ela se tornará alvo da entidade do primeiro filme após seu traficante lhe passar a maldição.",4 stars,0.5186583995819092
"Várias gerações no futuro, após o reinado de César, os macacos são agora a espécie dominante e vivem harmoniosamente, enquanto os humanos foram reduzidos a viver nas sombras. À medida que um novo líder símio tirânico constrói o seu império, um jovem macaco empreende uma jornada angustiante que o levará a questionar tudo o que sabia sobre o passado e a fazer escolhas que definirão um futuro tanto para os macacos como para os humanos.",4 stars,0.49525779485702515
"O ex-atleta de esportes extremos Xander ""XXX"" Cage, famoso por suas acrobacias que desafiam a morte, é convencido de que pode ter sucesso em ações que espiões convencionais falharam. Xander é recrutado pelo agente Gibbons para se tornar um tipo diferente de agente secreto. Agora, em uma perigosa missão, ele precisa usar todas as suas habilidades para combater um inimigo mortal.",4 stars,0.5557121634483337
O filme retrata a história de pessoas que lutam por suas vidas em uma situação extrema quando um avião de passageiros é sequestrado no espaço aéreo da Coreia em 1971.,4 stars,0.541153073310852
"Noah é obrigada a mudar de cidade, deixando seus amigos e namorado para trás, após sua mãe se casar com um novo marido rico. Lá ela conhece Nick, seu novo meio-irmão, e os dois se apaixonam loucamente, vivendo um grande romance proibido.",3 stars,0.4205283224582672
"O ex-atleta de esportes extremos Xander ""XXX"" Cage, famoso por suas acrobacias que desafiam a morte, é convencido de que pode ter sucesso em ações que espiões convencionais falharam. Xander é recrutado pelo agente Gibbons para se tornar um tipo diferente de agente secreto. Agora, em uma perigosa missão, ele precisa usar todas as suas habilidades para combater um inimigo mortal.",4 stars,0.49525779485702515
"As famílias de Victor e Victoria estão arranjando seu casamento. Nervoso com a cerimônia, Victor vai sozinho à floresta para ensaiar seus votos. No entanto, o que ele pensava ser um tronco de árvore na verdade é o braço esquelético de Emily, uma noiva que foi assassinada depois de fugir com seu amor. Convencida que Victor acabara de lhe pedir a mão em casamento, Emily o leva para o mundo dos mortos, mas ele precisa retornar rapidamente antes que Victoria se case com o malvado Lorde Barkis.",4 stars,0.541153073310852
"Noah é obrigada a mudar de cidade, deixando seus amigos e namorado para trás, após sua mãe se casar com um novo marido rico. Lá ela conhece Nick, seu novo meio-irmão, e os dois se apaixonam loucamente, vivendo um grande romance proibido.",4 stars,0.5557121634483337
"Várias gerações no futuro, após o reinado de César, os macacos são agora a espécie dominante e vivem harmoniosamente, enquanto os humanos foram reduzidos a viver nas sombras. À medida que um novo líder símio tirânico constrói o seu império, um jovem macaco empreende uma jornada angustiante que o levará a questionar tudo o que sabia sobre o passado e a fazer escolhas que definirão um futuro tanto para os macacos como para os humanos.",4 stars,0.45215585827827454
"O poderoso Kong e o temível Godzilla se unem contra uma colossal ameaça mortal escondida no mundo dos humanos, que ameaça a existência de sua espécie e da nossa. Mergulhando profundamente nos mistérios da Ilha da Caveira e nas origens da Terra Oca, o filme irá explorar a antiga batalha de Titãs que ajudou a forjar esses seres extraordinários e os ligou à humanidade para sempre.",4 stars,0.6060211062431335
"O aspirante a músico Miguel, deve lidar com sua família que desaprova seu sonho, acaba entrando na Terra dos Mortos para encontrar seu trisavô, um cantor lendário.",4 stars,0.4036792814731598
"Quando uma menina de 8 anos desaparece misteriosamente no Lago Caddo, uma série de mortes e desaparecimentos do passado começa a se interligar, alterando para sempre a história de uma família destruída.",4 stars,0.4945017397403717
"Quando Samira retorna para Nova York, sua viagem se transforma em um pesadelo angustiante quando as misteriosas criaturas que caçam pelo som atacam. Acompanhada de seu gato Frodo e de um aliado inesperado, Samira deve embarcar em uma perigosa jornada pela cidade que de repente ficou silenciosa, na qual a única regra é permanecer quieta para continuar viva.",4 stars,0.4630264639854431
"Quando o mundo entra em colapso, a jovem Furiosa é sequestrada do Green Place das Muitas Mães e cai nas mãos da horda de motoqueiros liderada pelo Senhor da Guerra Dementus. Vagando pelo deserto condenado, eles encontram a Cidadela controlada por Immortan Joe. Enquanto os dois tiranos lutam por poder e controle, Furiosa terá que sobreviver a muitos desafios para encontrar e trilhar o caminho de volta para casa.",4 stars,0.5025956630706787
"Depois de descobrir que pode ver os amigos imaginários de todos, uma garota embarca em uma aventura mágica para reconectar amigos imaginários esquecidos.",4 stars,0.5201520323753357
"Garfield, o mundialmente famoso gato de interior que odeia segundas-feiras e adora lasanha, está prestes a ter uma aventura selvagem ao ar livre! Depois de um reencontro inesperado com seu pai há muito perdido – o desalinhado gato de rua Vic – Garfield e seu amigo canino Odie são forçados a deixar sua vida perfeitamente mimada para se juntarem a Vic em um assalto hilariante e de alto risco.",4 stars,0.5257861018180847
"Um pai de família compra um robô com inteligência artificial para auxiliar na limpeza da casa. No entanto, todos seus planos mudam quando a ferramenta acaba adquirindo consciência, com consequências devastadoras.",2 stars,0.3910926878452301
"Os maiores assassinos do mundo são contratados simultaneamente para matar Jorge Drakos, auto-declarado como Rei dos Assassinos, porém eles descobrem estão presos em uma competição para ver quem é o verdadeiro Rei dos Assassinos.",4 stars,0.423763632774353
"Na dinastia Joseon, dois amigos que cresceram como senhor e servo se reencontram após a guerra, mas agora são inimigos em lados opostos.",5 stars,0.45329293608665466
"Em busca de seu próximo furo de reportagem, o jornalista Eddie Brock consegue uma entrevista exclusiva com Cletus Kasady, um assassino no corredor da morte, que descobre o segredo de Eddie e se torna o hospedeiro de Carnificina, um simbionte aterrorizante e ameaçador. Eddie e Venom precisam superar sua relação atribulada e trabalhar em conjunto para derrotar Carnificina.",4 stars,0.4976057708263397
"Seis filmes assustadores desencadeiam o horror em um cenário infernal inspirado na ficção científica, ultrapassando os limites do medo e do suspense.",4 stars,0.38642463088035583
"Conta a história de Graham, Jake e Phillip Reilly e seu falecido pai. Seus passados se cruzam quando um segredo de família é descoberto, fazendo com que a garagem do pai se torne o local de uma vingança do além-túmulo.",4 stars,0.5510038733482361
"Ben Mears (David Soul) é um romancista natural da pequena cidade de Jerusalem's Lot - ou, como os habitantes locais a chamavam, Salem's Lot. Enquanto volta para casa em busca de inspiração para sua próxima obra, ele descobre que há um novo morador em uma casa que permaneceu vazia por décadas, um vendedor de antiguidades chamado Barlow. Nenhum dos habitantes da cidade conhece o tal Barlow, e sim o seu charmoso representante, Straker. Mas quando pessoas começam a morrer de repente, as coisas ficam ainda mais estranhas.",3 stars,0.5749667286872864
"Sideshow Bob se alia aos vilões mais infames da Disney+ para mostrar o verdadeiro significado da época de Halloween. Cheio de música, confusão e insanidade, este curta-metragem de “Os Simpsons” é simplesmente de matar.",5 stars,0.34293636679649353
"Jack Skellington, o Rei das Abóboras, se cansa de fazer o Dia das Bruxas todos os anos e deixa os limites da cidade. Por acaso, acaba atravessando o portal do Natal, onde vê a alegria do espírito natalino. Ao retornar para a Cidade do Halloween, sem ter compreendido o que viu, ele começa a convencer os cidadãos a sequestrarem o Papai Noel e fazerem seu próprio Natal. Apesar de sua leal namorada Sally ser contra, o Papai Noel é capturado e os fatos mostrarão que Sally estava certa o tempo todo.",4 stars,0.5337793231010437
"Em um idílico retiro para escritores no Marrocos, uma escritora recém-solteira acaba se envolvendo com um homem mais jovem que está questionando os rumos da sua vida.",4 stars,0.3521392047405243
"Isolado, intimidado e desconsiderado pela sociedade, o fracassado comediante Arthur Fleck inicia seu caminho como uma mente criminosa após assassinar três homens em pleno metrô. Sua ação inicia um movimento popular contra a elite de Gotham City, da qual Thomas Wayne é seu maior representante.",4 stars,0.4833127558231354
"Quando a tripulação da sonda espacial Nostromo responde a um pedido de socorro vindo de um planeta inóspito, eles descobrem uma forma de vida mortal que se reproduz dentro de humanos. Agora, a tripulação deve lutar para permanecer viva e impedir que a criatura chegue até a Terra.",4 stars,0.4102422893047333
"O casarão de uma dupla de fantasmas super atrapalhados foi invadido por novaiorquinos sofisticados. Para espantá-los, eles contratam um profissional: um fantasma especialista em assustar humanos, que vai tentar de tudo - adotar formas estranhas, armar ciladas e engraçadíssimas armadilhas.",4 stars,0.48905056715011597
"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",4 stars,0.5130094289779663
"Com Frank Grillo. Após uma missão dar errado, apenas um mercenário de um grupo sobrevive para vingar seus irmãos caídos. Enfrentando perigos e traições, ele deve lutar até o fim para buscar justiça e redimir sua honra.",4 stars,0.5365697145462036
"Depois da Rainha de Copas incitar um golpe em Auradon, sua filha rebelde, Red, e a filha perfeccionista da Cinderela, Chloe, unem forças e voltam no tempo para tentar desfazer o evento traumático que levou a mãe de Red para o caminho da vilania.",3 stars,0.45263561606407166
"Po está prestes a se tornar o novo líder espiritual do Vale da Paz, mas antes que possa fazer isso, ele deve encontrar um sucessor para se tornar o novo Dragão Guerreiro.  Ele parece encontrar uma em Zhen, uma raposa com muitas habilidades promissoras, mas que não gosta muito da ideia de Po treiná-la.",3 stars,0.43832525610923767
"A agente do FBI Lee Harker é designada para o caso de um serial killer que toma rumos inesperados, revelando indícios de ocultismo. Harker descobre uma conexão pessoal com o assassino e precisa detê-lo antes que ele mate novamente.",4 stars,0.4290772080421448
"Uma viagem de trem por Nova Deli, capital da Índia. O cenário logo se transforma em um campo de batalha quando uma dupla de soldados enfrenta um exército de bandidos invasores.",3 stars,0.35389959812164307
"Quando o bilionário de tecnologia Slater King conhece a garçonete Frida em sua gala de arrecadação de fundos, faíscas voam. Ele a convida para se juntar a ele e seus amigos nas férias dos sonhos em sua ilha particular. Noites selvagens se misturam com dias ensolarados e todos estão se divertindo. Ninguém quer que esta viagem acabe, mas à medida que coisas estranhas começam a acontecer, Frida começa a questionar a sua realidade. Há algo errado com este lugar. Ela terá que descobrir a verdade se quiser sair viva desta festa.",4 stars,0.41859251260757446
Um jovem casal é obrigado a deixar sua estação missionária cristã no deserto de Kalahari depois de ser ameaçado de morte por uma gangue de militantes extremistas.,3 stars,0.6845555901527405
"Num cenário pós-apocalíptico, uma comunidade de rapazes descobre que estão presos num labirinto misterioso. Juntos, terão de descobrir como escapar, resolver o enigma e revelar o arrepiante segredo acerca de quem os colocou ali e por que razão.",4 stars,0.49775946140289307
"Um ano depois de encerrar o ensino médio, o jovem Isaías Wright não tem planos para o futuro e é desafiado por sua mãe solo e um empresário de sucesso a começar a traçar um rumo melhor para sua vida. Ele passa a ser discipulado pelo seu novo mentor, conta com orações de sua mãe e de uma guerreira de orações, Dona Clara, e começa a descobrir o propósito de Deus para sua vida.",4 stars,0.5406899452209473
"Uma viagem de trem por Nova Deli, capital da Índia. O cenário logo se transforma em um campo de batalha quando uma dupla de soldados enfrenta um exército de bandidos invasores.",4 stars,0.41859251260757446
"A agente do FBI Lee Harker é designada para o caso de um serial killer que toma rumos inesperados, revelando indícios de ocultismo. Harker descobre uma conexão pessoal com o assassino e precisa detê-lo antes que ele mate novamente.",4 stars,0.4290772080421448
"Num cenário pós-apocalíptico, uma comunidade de rapazes descobre que estão presos num labirinto misterioso. Juntos, terão de descobrir como escapar, resolver o enigma e revelar o arrepiante segredo acerca de quem os colocou ali e por que razão.",4 stars,0.5406899452209473
"Quando o nome de Harry Potter emerge do Cálice de Fogo, ele se transforma em um competidor em uma extenuante batalha de magia entre três escolas de feiticeiros – o Torneio Tribruxo. Mas se Harry não se inscreveu para o tal torneio, quem o fez? Agora, Harry precisa confrontar um mortal dragão, ferozes demônios da água e um labirinto encantado aonde se deparará com Aquele-Que-Não-Deve-Ser-Nomeado. Nesta quarta adaptação da série Harry Potter, criada por J.K. Rowling, tudo está modificado, a começar pelo próprio Harry e seus inseparáveis amigos, Ron e Hermione, que deixam a infância para sempre e partem para desafios maiores do que tudo aquilo que um dia eles já imaginaram.",4 stars,0.3877209424972534
"Um pregador leigo chega a uma colônia britânica na década de 1830. Seu passado violento logo é questionado e sua fé é posta à prova, pois ele se vê preso no meio de uma guerra sangrenta entre as tribos Maori.",1 star,0.39096012711524963
"Nesta instalação, a comida é distribuída de cima para baixo. Quem está nos andares de cima come à vontade. Quem está embaixo fica com fome. Um prato cheio para uma rebelião.",4 stars,0.45711764693260193
"Em 1945, Don Corleone é o chefe de uma mafiosa família italiana de Nova York. Ele costuma apadrinhar várias pessoas, realizando importantes favores para elas, em troca de favores futuros. Com a chegada das drogas, as famílias começam uma disputa pelo promissor mercado. Quando Corleone se recusa a facilitar a entrada dos narcóticos na cidade, não oferecendo ajuda política e policial, sua família começa a sofrer atentados para que mudem de posição. É nessa complicada época que Michael, um herói de guerra nunca envolvido nos negócios da família, vê a necessidade de proteger o seu pai e tudo o que ele construiu ao longo dos anos.",4 stars,0.432325541973114
"Em um futuro não tão distante, quando uma guerra civil se instaura nos Estados Unidos, uma equipe pioneira de jornalistas de guerra viaja pelo país para registrar a dimensão e a situação de um cenário violento que tomou as ruas em uma rápida escalada, envolvendo toda a nação. No entanto, o trabalho de registro se transforma em uma guerra de sobrevivência quando eles também se tornam o alvo.",3 stars,0.45263561606407166
"Quando a tripulação da sonda espacial Nostromo responde a um pedido de socorro vindo de um planeta inóspito, eles descobrem uma forma de vida mortal que se reproduz dentro de humanos. Agora, a tripulação deve lutar para permanecer viva e impedir que a criatura chegue até a Terra.",3 stars,0.356250524520874
Uma festa pré-casamento se transforma em um pesadelo para um grupo de amigos da faculdade depois que um convidado inesperado aparece carregando uma mala misteriosa.,4 stars,0.4833127558231354
"Conta a história de Graham, Jake e Phillip Reilly e seu falecido pai. Seus passados se cruzam quando um segredo de família é descoberto, fazendo com que a garagem do pai se torne o local de uma vingança do além-túmulo.",4 stars,0.5670565962791443
"Na China antiga, os dragões já foram amigos dos homens, mas a ganância e o desejo de poder dos homens acabaram com a sua aliança, e estas criaturas sábias e mágicas foram caçadas pelo Império.  Anos mais tarde, numa fortaleza remota, uma jovem escrava chamada Ping inicia uma amizade improvável com Long Danzi, o último dos dragões imperiais. Aprendendo o poder do Qi, Ping ajuda o dragão a escapar do cativeiro e juntos eles viajam pelo Império para salvar sua linhagem, perseguidos pelos homens do Imperador e por poderes ainda mais sombrios.",4 stars,0.5510038733482361
"Na década de 1980, o jovem problemático Chan Lok Kwun entra acidentalmente na Cidade Murada, descobre a ordem em meio ao caos e aprende importantes lições de vida ao longo do caminho. Na Cidade Murada, ele se torna amigo íntimo de Shin, Décimo Segundo Mestre e AV. Sob a liderança de Tornado, eles resistem à invasão do vilão Mr Big, em uma série de batalhas ferozes. Juntos, eles juram proteger o porto seguro que é a Cidade Murada de Kowloon.",4 stars,0.44202882051467896
"Aos nove anos, Rebeca é vendida por sua avó para o bicheiro que comandava a Rocinha. Disputada por bicheiros e traficantes, a comunidade passa por mudanças de poder. Rebeca vira mulher do traficante chefe e, com a morte do parceiro, sua sucessora. A eletrizante trajetória de crime, violência, drogas e amor de uma mulher chefe do tráfico na Rocinha, no Rio de Janeiro dos anos 1980.",4 stars,0.4968212842941284
"O Gato de Botas descobre que sua paixão pela aventura cobrou seu preço: ele queimou oito de suas nove vidas, deixando-o com apenas uma vida restante. Gato parte em uma jornada épica para encontrar o mítico Último Desejo e restaurar suas nove vidas.",4 stars,0.5425807237625122
"A rebelião começa! Lord Voldemort está de volta, mas o Ministério da Magia está fazendo tudo a seu alcance para impedir que a comunidade mundial de bruxos descubra isso – incluindo indicar a oficial do Ministério, Dolores Umbridge, como a nova professora de Defesa Contra as Artes das Trevas de Hogwarts. Quando Umbridge se recusa a ensinar a prática de mágica defensiva, Rony e Hermione convencem Harry a secretamente treinar um grupo de estudantes para a guerra de magia que está prestes a estourar. Um terrível combate entre o bem e o mal será o incrível ápice desta versão para o quinto filme da série Harry Potter, mais uma vez baseado na obra de J.K. Rowling. Se prepare para a batalha!",4 stars,0.4124319553375244
O Exército Britânico recruta um reduzido grupo de soldados altamente qualificados para lutar contra as forças alemãs durante a Segunda Guerra Mundial.,4 stars,0.4683915674686432
"Gracie e Pedro não poderiam ser mais diferentes! Ela é uma cachorrinha de raça que acredita ser a melhor de todas, enquanto ele é um gato adotado que se contenta com aventuras nas ruas e até jantar do lixo. Apesar de serem da mesma família, eles não se suportam e vivem discutindo por qualquer coisinha. Durante uma viagem em família, eles acabam se perdendo no aeroporto e, agora, Gracie e Pedro precisam superar suas diferenças e unir forças para encontrar o caminho de volta para casa e para a família que tanto amam.",4 stars,0.4604533910751343
Um talentoso lutador de artes marciais que não resiste a ajudar pessoas em perigo se une a um oficial de condicional para enfrentar e prevenir o crime.,4 stars,0.48248291015625
"O fim da estrada está chegando. Velozes & Furiosos 10, é o décimo filme da franquia Velozes & Furiosos, lança os capítulos finais de uma grande saga, uma das mais famosas e populares do cinema, agora com sua terceira década e ainda mais forte. Com o mesmo elenco e personagens principais de quando começou. Ao longo de muitas missões e lutando contra todos os obstáculos impossíveis, Dom Toretto (Vin Diesel) e sua família foram mais espertos, mais furiosos e mais rápidos do que todos os inimigos em seu caminho. Agora, eles enfrentam o seu oponente mais letal: uma ameaça terrível das sombras do passado, alimentada por sede de vingança e determinada a destruir esta família.",4 stars,0.4179869592189789
"Em 1946, Andy Dufresne, um banqueiro jovem e bem sucedido, tem a sua vida radicalmente modificada ao ser condenado por um crime que nunca cometeu, o homicídio de sua esposa e do amante dela. Ele é mandado para uma prisão que é o pesadelo de qualquer detento, a Penitenciária Estadual de Shawshank, no Maine. Lá ele irá cumprir a pena perpétua. Andy logo será apresentado a Warden Norton, o corrupto e cruel agente penitenciário, que usa a Bíblia como arma de controle e ao Capitão Byron Hadley que trata os internos como animais. Andy faz amizade com Ellis Boyd Redding, um prisioneiro que cumpre pena há 20 anos e controla o mercado negro da instituição.",4 stars,0.5138015747070312
"Miles Morales retorna para o próximo capítulo da saga do Aranhaverso, uma aventura épica que transportará o Homem-Aranha em tempo integral e amigável do bairro do Brooklyn através do Multiverso para unir forças com Gwen Stacy e uma nova equipe de Homens-Aranha para enfrentar com um vilão mais poderoso do que qualquer coisa que eles já encontraram.",4 stars,0.47154349088668823
"Durante o final da Segunda Guerra Mundial, um grupo de cinco soldados americanos é encarregado de atacar os nazistas dentro da própria Alemanha. Apesar de estarem em quantidade inferior e terem poucas armas, eles são liderados pelo enfurecido Wardaddy, sargento que pretende levá-los à vitória, enquanto ensina o novato Norman a lutar.",4 stars,0.5847285985946655
"Uma transmissão televisiva ao vivo em 1977 dá terrivelmente errado, liberando o mal em todos os lares do país.",1 star,0.7904714345932007
Nada é o que parece quando um caso distorcido de uma noite se transforma na violenta onda de assassinatos de um serial killer.,1 star,0.49000871181488037
